"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-14","0.00","0.0","9.1","31","38","28",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-15","0.00","0.0","7.1","34","35","32","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-16","0.74","0.0","3.1","41","49","34","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-17","0.00","0.0","2.0","31","34","23",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-18","0.68","4.3","1.2","28","29","24","    1","    1",,"    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-19","0.06","0.7","5.1","30","33","28","    1",,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-20","0.00","0.0","5.1","31","34","27",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-21","0.00","0.0","5.1","29","36","23",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-22","0.58","0.4","3.9","33","38","29","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-23","0.00","0.0","2.0","37","45","34",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-24","0.00","0.0","1.2","41","49","32",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-25","0.00","0.0","0.0","45","50","34",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-26","0.00","0.0","0.0","39","45","32",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-27","0.43","0.0","0.0","43","52","39","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-02-28","0.25","0.0","0.0","42","47","37","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-01","0.15","0.0","0.0","44","49","33","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-02","0.00","0.0","0.0","31","35","22",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-03","0.00","0.0","0.0","38","53","29",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-04","0.00","0.0","0.0","42","45","27",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-05","0.00","0.0","0.0","31","38","24",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-06","0.00","0.0","0.0","34","37","27",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-07","0.00","0.0","0.0","33","42","28",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-08","0.00","0.0","0.0","34","44","24",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-09","0.00","0.0","0.0","47","66","35",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-10","0.00","0.0","0.0","45","51","33",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-11","0.00","0.0","0.0","47","57","42","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-12","0.00","0.0","0.0","57","70","45",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-13","0.00","0.0","0.0","46","53","33",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-14","0.00","0.0","0.0","46","55","30",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-15","0.00","0.0","0.0","32","39","24",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-16","0.01","0.0","0.0","31","37","27",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-17","0.00","0.0","0.0","38","47","34",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-18","0.64","0.0","0.0","44","46","42","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-19","0.08","0.0","0.0","39","43","32",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-20","0.00","0.0","0.0","40","52","31",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-21","0.00","0.0","0.0","44","58","33",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-22","0.00","0.0","0.0","45","57","34","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-23","0.00","0.0","0.0","49","62","42","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-24","0.69","0.0","0.0","51","58","44","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-25","0.02","0.0","0.0","53","64","49","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-26","0.00","0.0","0.0","57","81","49","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-27","0.00","0.0","0.0","57","65","48",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-28","0.79","0.0","0.0","51","59","47","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-29","0.00","0.0","0.0","51","56","41",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-30","0.00","0.0","0.0","47","56","34",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-03-31","0.70","0.0","0.0","51","59","48","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-01","0.03","0.0","0.0","49","57","38","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-02","0.00","0.0","0.0","36","38","29",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-03","0.00","0.0","0.0","39","52","31",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-04","0.00","0.0","0.0","48","57","39",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-05","0.00","0.0","0.0","56","70","47",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-06","0.00","0.0","0.0","58","70","46",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-07","0.00","0.0","0.0","57","67","46",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-08","0.00","0.0","0.0","53","63","44",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-09","0.00","0.0","0.0","48","51","44","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-10","0.06","0.0","0.0","53","62","48","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-11","0.44","0.0","0.0","54","60","48","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-12","0.49","0.0","0.0","48","52","45","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-13","0.06","0.0","0.0","51","64","43",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-14","0.00","0.0","0.0","54","64","45",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-15","0.82","0.0","0.0","53","56","45","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-16","0.09","0.0","0.0","47","53","39","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-17","0.00","0.0","0.0","48","57","43",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-18","0.00","0.0","0.0","53","61","47",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-19","0.00","0.0","0.0","54","63","45",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-20","0.00","0.0","0.0","56","67","45",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-21","0.07","0.0","0.0","54","60","39","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-22","0.00","0.0","0.0","42","50","36",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-23","0.00","0.0","0.0","49","64","39",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-24","0.00","0.0","0.0","56","68","44",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-25","0.50","0.0","0.0","54","64","49","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-26","0.00","0.0","0.0","53","61","41",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-27","0.00","0.0","0.0","53","57","45",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-28","0.00","0.0","0.0","58","73","50",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-29","0.10","0.0","0.0","60","66","54","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2021-04-30","0.02","0.0","0.0","64","69","46",,,,,,,,
